Depth,CALI,CGR,DT,ILD,NPHI,PEF,PHIE,RHOB,RT,SGR,SW,Φda,ΦN,ΦND,Vpreal,ΔVp
3201.92,8.78,2.36,69.88,88.91,0.16,4.15,0.14,2.53,89.15,59.74,0.1,0.17297297297297312,0.16,0.1666127986967221,4.361763022323984,1.001204164031959
3202.07,8.78,2.165,69.82499999999999,89.21000000000001,0.165,4.235,0.14500000000000002,2.5149999999999997,89.845,61.75,0.095,0.18108108108108117,0.165,0.1732317498523088,4.365201419432022,1.0267619169091622
3202.22,8.765,1.78,69.49,90.815,0.175,4.380000000000001,0.16,2.48,91.37,65.685,0.08,0.20000000000000007,0.175,0.1879312163709403,4.386313839782818,1.0850660552789024
3202.37,8.74,1.4700000000000002,68.63,92.225,0.185,4.45,0.175,2.45,92.13,69.305,0.07,0.21621621621621628,0.185,0.2012144793460751,4.441523689044015,1.1618468273002727
3202.52,8.765,1.33,67.36,91.99000000000001,0.2,4.42,0.185,2.4299999999999997,91.86,72.305,0.065,0.2270270270270271,0.2,0.21395880289565716,4.525415463245942,1.2790119377474414
3202.67,8.8,1.35,66.11,91.66,0.215,4.3,0.19,2.42,92.145,74.295,0.06,0.2324324324324325,0.215,0.22390099346059,4.610828497476728,1.3989789913520634
3202.82,8.8,1.46,65.12,92.88,0.22,4.119999999999999,0.19,2.42,93.69999999999999,74.985,0.06,0.2324324324324325,0.22,0.2263016080880307,4.68079377336659,1.4653465720229017
3202.97,8.82,1.6099999999999999,64.37,94.955,0.22,3.925,0.185,2.4299999999999997,96.465,74.34,0.06,0.2270270270270271,0.22,0.2235569537652816,4.735242082307152,1.4998459553304315
3203.12,8.865,1.81,63.769999999999996,98.79499999999999,0.215,3.76,0.175,2.455,99.78999999999999,72.60499999999999,0.065,0.2135135135135135,0.215,0.21426385319683833,4.779769112987975,1.5040871858449187
3203.27,8.895,2.105,63.1,101.33500000000001,0.21,3.645,0.165,2.4800000000000004,100.065,70.205,0.07,0.19999999999999993,0.21,0.20507964788823058,4.830612424659821,1.5120849536349419
3203.42,8.92,2.51,62.14,98.11500000000001,0.20500000000000002,3.58,0.155,2.5,96.63,67.555,0.07500000000000001,0.18918918918918923,0.20500000000000002,0.19725350119341456,4.905465856259431,1.5331880167278729
3203.57,8.934999999999999,3.02,60.89,94.34,0.195,3.5549999999999997,0.15,2.5149999999999997,93.785,64.89,0.08499999999999999,0.18108108108108117,0.195,0.1881719699234835,5.006372450362338,1.5425588276601394
3203.72,8.899999999999999,3.5949999999999998,59.59,92.93,0.185,3.5549999999999997,0.14500000000000002,2.525,92.71000000000001,62.215,0.09,0.17567567567567577,0.185,0.18040114151264633,5.11550593779834,1.5524986554260407
3203.87,8.835,4.175,58.445,92.36500000000001,0.175,3.5700000000000003,0.135,2.535,92.505,59.415,0.095,0.17027027027027036,0.175,0.17265481117531423,5.21558040093427,1.5520685711116406
3204.02,8.795,4.7,57.6,92.71000000000001,0.165,3.5949999999999998,0.13,2.545,93.35499999999999,56.31,0.10500000000000001,0.16486486486486496,0.165,0.16493643721994183,5.291829994752924,1.5326993188463793
3204.17,8.77,5.115,57.18,94.35,0.155,3.63,0.12,2.5599999999999996,95.22,52.76,0.11499999999999999,0.15675675675675688,0.155,0.15588094973251776,5.330551455763351,1.4873344973736817
3204.32,8.75,5.390000000000001,57.129999999999995,96.57,0.14500000000000002,3.685,0.10500000000000001,2.58,97.385,48.76,0.135,0.14594594594594607,0.14500000000000002,0.14547386064097698,5.335204506699237,1.4195104250360409
3204.47,8.73,5.505,57.370000000000005,98.64500000000001,0.13,3.765,0.095,2.605,99.29,44.525,0.16499999999999998,0.13243243243243247,0.13,0.1312259127441739,5.312939570516134,1.296751147611637
3204.62,8.705,5.46,57.8,100.275,0.11499999999999999,3.875,0.08499999999999999,2.64,100.81,40.515,0.19,0.11351351351351349,0.11499999999999999,0.11429760789444608,5.273447321801025,1.1629076546684343
3204.77,8.71,5.32,58.25,101.62,0.1,4.01,0.07500000000000001,2.675,101.995,37.28,0.21000000000000002,0.09459459459459461,0.1,0.09733732465823745,5.232686035536972,1.0231053969886923
3204.92,8.735,5.18,58.655,102.56,0.08499999999999999,4.140000000000001,0.065,2.705,102.32,35.25,0.265,0.07837837837837838,0.08499999999999999,0.08177659720344489,5.196545372577551,0.88331853768433
3205.07,8.735,5.105,59.095,101.945,0.08,4.234999999999999,0.055,2.725,101.31,34.515,0.37,0.06756756756756757,0.08,0.0740595731116731,5.157885422742779,0.8262897206737976
3205.22,8.73,5.105,59.650000000000006,100.33,0.08,4.279999999999999,0.05,2.725,99.155,34.795,0.41500000000000004,0.06756756756756757,0.08,0.0740595731116731,5.109945221317076,0.8095285176196123
3205.37,8.795,5.165,60.245000000000005,97.33500000000001,0.08,4.275,0.05,2.715,96.57,35.629999999999995,0.375,0.07297297297297298,0.08,0.07658016405712134,5.059454251509928,0.7920072714329613
3205.52,8.805,5.27,60.78,95.39500000000001,0.08499999999999999,4.22,0.055,2.7,96.255,36.605000000000004,0.33499999999999996,0.08108108108108114,0.08499999999999999,0.08306429522359537,5.01489234629309,0.8165840051867952
3205.67,8.675,5.375,61.254999999999995,97.59,0.08499999999999999,4.145,0.06,2.685,98.19,37.465,0.315,0.08918918918918921,0.08499999999999999,0.08720605308756313,4.9759874699250375,0.8032853509203046
3205.82,8.594999999999999,5.4399999999999995,61.665,99.11500000000001,0.08,4.1,0.06,2.675,97.6,38.09,0.325,0.09459459459459463,0.08,0.08761045630594635,4.942880781204554,0.7521187057321406
3205.97,8.625,5.4,62.004999999999995,95.27,0.07500000000000001,4.125,0.055,2.67,93.625,38.445,0.38,0.09729729729729739,0.07500000000000001,0.08691218482901687,4.915763320775447,0.7029831342576789
3206.12,8.655000000000001,5.154999999999999,62.26,91.095,0.065,4.23,0.045,2.675,90.35,38.375,0.47,0.09459459459459463,0.065,0.08117838357903037,4.895611730121031,0.6152313896751247
3206.27,8.745000000000001,4.66,62.370000000000005,89.21000000000001,0.055,4.395,0.04,2.68,88.92500000000001,37.7,0.585,0.09189189189189186,0.055,0.0757876526017783,4.8869650125932615,0.5285147271586084
3206.42,8.83,4.01,62.295,88.5,0.045,4.595000000000001,0.035,2.68,89.385,36.47,0.71,0.09189189189189186,0.045,0.072419933186957,4.892857652711531,0.4420953173955864
3206.57,8.74,3.4,62.035,90.75999999999999,0.035,4.79,0.03,2.68,91.83000000000001,35.015,0.8300000000000001,0.09189189189189186,0.035,0.06960948079721802,4.913394464573624,0.35406065697184497
3206.72,8.71,3.025,61.644999999999996,93.47999999999999,0.03,4.945,0.025,2.68,94.13,33.965,0.935,0.09189189189189186,0.03,0.06835246811736626,4.944500083919732,0.3119284430408329
3206.87,8.795,2.9699999999999998,61.235,95.12,0.025,5.04,0.02,2.675,95.10499999999999,33.995000000000005,0.99,0.09459459459459463,0.025,0.06929525323163034,4.97759599787417,0.26597224433640054
3207.02,8.86,3.13,60.89,95.07499999999999,0.02,5.0649999999999995,0.02,2.67,93.905,35.504999999999995,1.0,0.09729729729729739,0.02,0.07023803834589443,5.005778448501681,0.21873442266865295
3207.17,8.915,3.2800000000000002,60.650000000000006,92.1,0.02,5.035,0.02,2.67,90.25999999999999,38.435,1.0,0.09729729729729739,0.02,0.07023803834589443,5.025567538013118,0.22079131582841915
3207.32,8.969999999999999,3.295,60.535,87.415,0.02,4.97,0.02,2.67,85.58500000000001,42.45,1.0,0.09729729729729739,0.02,0.07023803834589443,5.035104517807357,0.2217856871946191
3207.47,8.96,3.24,60.504999999999995,82.76,0.02,4.88,0.02,2.675,80.72,47.099999999999994,1.0,0.09459459459459463,0.02,0.06836830449509951,5.037600232732518,0.22204634408255775
3207.62,8.915,3.2649999999999997,60.480000000000004,77.59,0.025,4.765000000000001,0.025,2.68,75.61500000000001,51.89,0.98,0.09189189189189186,0.025,0.06742551938083544,5.039683090794269,0.27427259665481474
3207.77,8.965,3.565,60.425,72.575,0.03,4.63,0.03,2.685,71.315,56.405,0.9099999999999999,0.08918918918918921,0.03,0.06654116945329117,5.044271448288736,0.32689844004199164
3207.92,8.94,4.275,60.36,69.36,0.035,4.48,0.035,2.69,68.325,60.25,0.8200000000000001,0.08648648648648656,0.035,0.06605453383533086,5.049703036676323,0.37777174207170816
3208.07,8.864999999999998,5.34,60.36,66.725,0.045,4.325,0.04,2.6950000000000003,65.24000000000001,63.019999999999996,0.765,0.08378378378378379,0.045,0.06736848965851092,5.049703036676323,0.475579907057345
3208.22,8.774999999999999,6.58,60.49,62.94500000000001,0.05,4.18,0.04,2.705,61.715,64.32,0.745,0.07837837837837838,0.05,0.06574680331261051,5.03886316759187,0.5209895230574499
3208.37,8.695,7.795,60.775000000000006,59.81,0.055,4.045,0.04,2.715,58.504999999999995,63.93,0.74,0.07297297297297298,0.055,0.06473653405048657,5.015266545634593,0.5604525522820509
3208.52,8.67,8.73,61.21,56.49,0.06,3.95,0.04,2.72,54.965,61.87,0.74,0.0702702702702702,0.06,0.06533724391132832,4.9796615684998375,0.5963587542150837
3208.67,8.64,9.165,61.7,52.605000000000004,0.06,3.925,0.04,2.72,49.69,58.45,0.75,0.0702702702702702,0.06,0.06533724391132832,4.940107161008717,0.5856518035280445
3208.82,8.615,8.975000000000001,62.135,45.19,0.065,3.965,0.04,2.72,42.16,54.19,0.78,0.0702702702702702,0.065,0.06773625461716704,4.905496129970777,0.617645352572878
3208.97,8.585,8.135,62.43,37.49,0.07,4.055,0.04,2.72,34.85,49.695,0.825,0.0702702702702702,0.07,0.07013526532300574,4.882280666999718,0.6524592589082419
3209.12,8.559999999999999,6.779999999999999,62.504999999999995,30.775,0.07,4.15,0.045,2.72,28.575,45.555,0.865,0.0702702702702702,0.07,0.07013526532300574,4.876410667309909,0.6506861328234468
3209.27,8.55,5.21,62.435,25.174999999999997,0.07,4.215,0.05,2.72,24.53,42.305,0.845,0.0702702702702702,0.07,0.07013526532300574,4.881879688276976,0.652336829925745
3209.42,8.575,3.75,62.44,23.53,0.07500000000000001,4.23,0.05,2.715,23.195,40.32,0.76,0.07297297297297298,0.07500000000000001,0.07400156370013879,4.881489356937918,0.6917608613540338
3209.57,8.594999999999999,2.665,62.715,22.68,0.08499999999999999,4.1850000000000005,0.055,2.705,23.585,39.75,0.645,0.07837837837837838,0.08499999999999999,0.0817622827890781,4.860143876595089,0.7618491256424731
3209.72,8.59,2.125,63.39,24.985,0.095,4.085,0.065,2.6900000000000004,26.75,40.435,0.515,0.08648648648648644,0.095,0.09084413014082021,4.808571715274841,0.8164372367157224
3209.87,8.594999999999999,2.15,64.37,29.475,0.10500000000000001,3.9499999999999997,0.07,2.67,32.26,41.935,0.405,0.09729729729729726,0.10500000000000001,0.10122273886365601,4.735446088256079,0.8571691632303151
3210.02,8.6,2.615,65.39,36.56,0.11,3.835,0.07500000000000001,2.6550000000000002,41.28,43.675,0.32499999999999996,0.10540540540540544,0.11,0.10773603876953476,4.6615249466041355,0.8607763749526758
3210.17,8.565,3.325,66.29499999999999,48.565,0.11499999999999999,3.77,0.08,2.65,55.635000000000005,45.16,0.265,0.1081081081081082,0.11499999999999999,0.1116335472968464,4.597811968668453,0.8650732697144901
3210.32,8.52,4.055,66.975,66.545,0.12,3.76,0.08,2.6550000000000002,77.405,46.12,0.22499999999999998,0.10540540540540544,0.12,0.11294782709092088,4.551023096141583,0.8759596785292911
3210.47,8.535,4.585,67.41,94.17,0.12,3.8,0.08,2.66,111.565,46.480000000000004,0.195,0.10270270270270267,0.12,0.11168671618066253,4.521613091602806,0.8634511129517803
3210.62,8.59,4.785,67.8,138.415,0.12,3.8600000000000003,0.08,2.665,176.35,46.365,0.16,0.10000000000000003,0.12,0.11046336823011277,4.495622555523292,0.8524590429616343
3210.77,8.66,4.625,68.44,234.875,0.125,3.915,0.08499999999999999,2.665,322.755,45.955,0.115,0.10000000000000003,0.125,0.11319458348696831,4.453703669701971,0.8623504354842924
3210.92,8.71,4.46,68.86,304.11,0.13,3.94,0.09,2.66,425.41,45.7,0.09,0.10270270270270267,0.13,0.11714914669437361,4.426372349695034,0.878399047961322
3211.07,8.7,3.95,70.55,612.54,0.15,3.95,0.11,2.63,687.17,45.05,0.05,0.11891891891891902,0.15,0.13535455159846757,4.320340184266478,0.9324501128518006
3211.22,8.71,3.52,73.03,802.29,0.17,3.91,0.13,2.59,636.72,44.44,0.04,0.14054054054054066,0.17,0.15596737404891345,4.173627276461728,0.9521473615646028
3211.37,8.73,3.37,75.89,381.28,0.19,3.83,0.15,2.55,292.07,44.01,0.05,0.1621621621621623,0.19,0.17663035814534747,4.016339438661221,0.9521266890027777
3211.52,8.735,3.4850000000000003,77.47,267.86,0.2,3.7750000000000004,0.16,2.53,216.48,44.019999999999996,0.055,0.17297297297297312,0.2,0.1869790523887745,3.936063457471028,0.9448787720706691
3211.67,8.76,3.8899999999999997,80.41,137.215,0.215,3.665,0.175,2.5,116.24,44.355000000000004,0.07,0.18918918918918923,0.215,0.20250693774834547,3.791657954845811,0.9185960516800877
3211.82,8.89,4.625,82.565,83.88499999999999,0.225,3.57,0.18,2.49,68.315,45.33,0.09,0.19459459459459452,0.225,0.21036011485460349,3.6919791879146064,0.8948948358851678
3211.97,8.975,5.615,83.67,44.3,0.235,3.5,0.185,2.49,39.42,46.845,0.10500000000000001,0.19459459459459452,0.235,0.21575707070192174,3.642932761159201,0.8969858352210325
3212.12,8.94,6.785,83.815,31.9,0.24,3.46,0.19,2.49,27.974999999999998,48.6,0.12,0.19459459459459452,0.24,0.2184800405591259,3.63659465785196,0.9078388708277345
3212.27,8.93,8.065000000000001,83.015,21.93,0.245,3.45,0.19,2.49,20.259999999999998,50.185,0.14,0.19459459459459452,0.245,0.22124842188711794,3.671840451296,0.9425994356863034
3212.42,8.915,9.355,81.15,17.689999999999998,0.25,3.46,0.2,2.4800000000000004,16.310000000000002,51.230000000000004,0.15,0.19999999999999993,0.25,0.22640430438042472,3.7568704903009347,1.0073284348519516
3212.57,8.879999999999999,10.51,78.2,14.184999999999999,0.25,3.475,0.22,2.46,13.84,51.515,0.14,0.21081081081081074,0.25,0.2312555686946804,3.8995847311746896,1.0938509709635242
3212.72,8.899999999999999,11.364999999999998,74.855,13.315,0.25,3.4850000000000003,0.23,2.435,13.25,51.010000000000005,0.135,0.2243243243243243,0.25,0.23754771195706287,4.073792121686873,1.201768366590366
3212.87,8.925,11.725,72.005,13.149999999999999,0.25,3.49,0.23,2.4050000000000002,14.379999999999999,49.785,0.135,0.24054054054054055,0.25,0.2453506659714219,4.234264904935339,1.3033726311225982
3213.02,8.870000000000001,11.469999999999999,69.825,16.27,0.25,3.49,0.225,2.38,18.544999999999998,47.965,0.12,0.254054054054054,0.25,0.2520494378879278,4.366015425288863,1.3883985048353327
3213.17,8.885,10.645,68.05000000000001,22.05,0.245,3.49,0.22,2.375,25.229999999999997,45.705,0.10500000000000001,0.2567567567567568,0.245,0.2509502947467339,4.479709976184038,1.4425634110225432
3213.32,8.945,9.43,66.51,30.14,0.24,3.495,0.21000000000000002,2.3899999999999997,34.56,43.2,0.095,0.24864864864864872,0.24,0.24437700841679563,4.583306626719677,1.4902896699575443
3213.47,8.92,8.04,64.98500000000001,41.394999999999996,0.235,3.505,0.195,2.42,46.24,40.75,0.08499999999999999,0.2324324324324325,0.235,0.23373836456955835,4.691032985914984,1.538764414184154
3213.62,8.850000000000001,6.66,63.215,53.735,0.23,3.5149999999999997,0.185,2.45,58.405,38.7,0.08,0.21621621621621628,0.23,0.22323190318504899,4.822764288691069,1.6031497635198888
3213.77,8.79,5.425,61.475,65.63,0.23,3.525,0.18,2.4699999999999998,69.325,37.315,0.08,0.20540540540540547,0.23,0.21806838054857197,4.958901173061273,1.6931379462161245
3213.92,8.75,4.37,60.260000000000005,75.04,0.225,3.525,0.175,2.4850000000000003,77.275,36.66,0.08,0.19729729729729728,0.225,0.21160437474350624,5.058351330763295,1.734016377744322
3214.07,8.68,3.4850000000000003,59.61,80.725,0.22,3.505,0.17,2.49,81.535,36.56,0.08,0.19459459459459452,0.22,0.2076861288644894,5.113299494442925,1.7451763485038103
3214.22,8.635000000000002,2.76,59.385,82.785,0.22,3.475,0.175,2.49,82.28999999999999,36.705,0.07500000000000001,0.19459459459459452,0.22,0.2076861288644894,5.13260957222554,1.7579528769460695
3214.37,8.615,2.17,59.504999999999995,81.53,0.22,3.44,0.18,2.4850000000000003,80.31,36.845,0.07,0.19729729729729728,0.22,0.2089620446403879,5.122284998520685,1.7511173635673691
3214.52,8.575,1.705,59.855000000000004,78.43,0.22,3.4050000000000002,0.18,2.475,76.8,36.879999999999995,0.07,0.2027027027027027,0.22,0.2115329011546992,5.092372111811874,1.731345962481224
3214.67,8.545,1.425,60.33,74.28,0.22,3.375,0.18,2.47,72.945,36.87,0.07500000000000001,0.20540540540540533,0.22,0.21282784189311196,5.052306665494756,1.704950910793652
3214.82,8.53,1.405,60.845,70.88,0.22,3.3499999999999996,0.18,2.47,68.63,36.95,0.08,0.20540540540540533,0.22,0.21282784189311196,5.0095382313956405,1.6768852579895703
3214.97,8.575,1.67,61.31,65.16,0.22,3.335,0.18,2.47,62.745000000000005,37.205,0.08499999999999999,0.20540540540540533,0.22,0.21282784189311196,4.971514858712933,1.652031141805617
3215.12,8.64,2.185,61.74,59.02,0.215,3.33,0.175,2.475,56.510000000000005,37.59,0.09,0.2027027027027027,0.215,0.20894440421860538,4.936894560944138,1.604438061619983
3215.27,8.655000000000001,2.835,62.22,52.64,0.21,3.335,0.17,2.48,50.42,38.019999999999996,0.095,0.20000000000000004,0.21,0.2050609665440988,4.89883192576434,1.555015786066247
3215.42,8.645,3.42,62.745,47.0,0.21,3.3449999999999998,0.17,2.475,45.81999999999999,38.46,0.1,0.2027027027027027,0.21,0.2063881867476215,4.857844241946028,1.5291730638974363
3215.57,8.629999999999999,3.74,63.239999999999995,44.005,0.21,3.355,0.17,2.47,43.045,38.96,0.10500000000000001,0.20540540540540533,0.21,0.2077154069511442,4.8197980983759265,1.5052861827085304
3215.72,8.62,3.745,63.675,41.57,0.20500000000000002,3.37,0.17,2.475,41.285,39.650000000000006,0.11,0.2027027027027027,0.20500000000000002,0.2038577034755721,4.78685762526022,1.4600626980019762
3215.87,8.665,3.5650000000000004,64.025,40.849999999999994,0.2,3.4050000000000002,0.165,2.4850000000000003,40.72,40.61,0.11499999999999999,0.19729729729729728,0.2,0.19865790404564312,4.76066479253556,1.419286883176834
3216.02,8.72,3.395,64.25999999999999,40.515,0.19,3.475,0.155,2.5,41.11,41.685,0.125,0.18918918918918923,0.19,0.18960876933968845,4.743239929775694,1.3578212719273242
3216.17,8.780000000000001,3.4050000000000002,64.425,42.03,0.175,3.5949999999999998,0.14,2.5149999999999997,43.019999999999996,42.555,0.14,0.18108108108108117,0.175,0.17807064338210346,4.731089065972787,1.2732169510383016
3216.32,8.795,3.63,64.595,44.55,0.15500000000000003,3.775,0.125,2.5300000000000002,45.575,42.89,0.155,0.17297297297297298,0.15500000000000003,0.16431991547500788,4.718641679278994,1.1553853170481252
3216.47,8.754999999999999,3.94,64.83,47.155,0.13,4.005,0.11,2.545,48.150000000000006,42.480000000000004,0.175,0.16486486486486496,0.13,0.1485238421045149,4.701548996072791,1.0018528167993153
3216.62,8.735,4.17,65.175,49.69,0.11,4.26,0.095,2.5549999999999997,50.355000000000004,41.41,0.21000000000000002,0.15945945945945955,0.11,0.13706246876597217,4.676686084214316,0.8662485047905786
3216.77,8.735,4.195,65.66999999999999,51.375,0.09,4.51,0.08499999999999999,2.565,51.685,40.065,0.255,0.15405405405405412,0.09,0.12626482409269724,4.641479276538096,0.7211018923546872
3216.92,8.780000000000001,3.9699999999999998,66.34,52.155,0.07500000000000001,4.73,0.07500000000000001,2.575,52.305,38.92,0.315,0.1486486486486487,0.07500000000000001,0.1177539150823495,4.594663868662499,0.6033110549229308
3217.07,8.84,3.545,67.16,52.53,0.065,4.905,0.065,2.58,52.68,38.34,0.39,0.14594594594594595,0.065,0.11301788454385106,4.538610531692989,0.5172878562514196
3217.22,8.905,3.015,68.07499999999999,52.905,0.055,5.025,0.055,2.585,52.97,38.485,0.45499999999999996,0.1432432432432433,0.055,0.10852953502042875,4.477632618181348,0.431578777362835
3217.37,8.945,2.495,69.0,53.065,0.05,5.09,0.05,2.5949999999999998,52.95,39.245000000000005,0.495,0.13783783783783787,0.05,0.10368249417351819,4.417579197602922,0.38303572171423994
3217.52,8.955,2.09,69.83500000000001,52.769999999999996,0.05,5.12,0.05,2.6,52.370000000000005,40.33,0.5,0.13513513513513511,0.05,0.1018859773177625,4.364706294872087,0.3721202307413338
3217.67,8.975000000000001,1.9,70.485,51.760000000000005,0.05,5.125,0.055,2.6,50.995000000000005,41.44499999999999,0.47,0.13513513513513511,0.05,0.1018859773177625,4.324385449868309,0.3638827063328558
3217.82,8.969999999999999,2.015,70.85,49.82,0.055,5.109999999999999,0.06,2.6,49.165,42.405,0.41500000000000004,0.13513513513513511,0.055,0.10321810791746261,4.302055147580663,0.39164161743032655
3217.97,8.96,2.465,70.92,48.155,0.065,5.085,0.065,2.5949999999999998,47.16,43.155,0.35,0.13783783783783787,0.065,0.10778597803349511,4.297801107453796,0.45443805275248184
3218.12,8.975000000000001,3.2350000000000003,70.765,45.629999999999995,0.07500000000000001,5.04,0.07500000000000001,2.59,44.585,43.785,0.29500000000000004,0.14054054054054066,0.07500000000000001,0.11268563854649152,4.307227457658149,0.5187625836424856
3218.27,8.97,4.234999999999999,70.44,42.980000000000004,0.09,4.965,0.08499999999999999,2.585,41.82,44.425,0.255,0.1432432432432433,0.09,0.11972497875013516,4.327121765982092,0.6140015120173086
3218.42,8.985,5.3,70.015,40.035,0.11,4.855,0.1,2.575,38.955,45.135,0.22499999999999998,0.1486486486486487,0.11,0.13083931922830896,4.353397811397095,0.7377934719419641
3218.57,9.004999999999999,6.28,69.575,37.295,0.13,4.705,0.11499999999999999,2.5599999999999996,36.7,45.855000000000004,0.195,0.15675675675675688,0.13,0.14403257445299233,4.380925772869771,0.8579584799831166
3218.72,8.99,7.1,69.2,35.790000000000006,0.15000000000000002,4.525,0.13,2.54,35.345,46.345,0.16499999999999998,0.16756756756756772,0.15000000000000002,0.15904985355160178,4.404647824640046,0.9724525334548262
3218.87,8.98,7.775,69.0,34.665000000000006,0.165,4.324999999999999,0.15000000000000002,2.5149999999999997,34.635000000000005,46.255,0.14,0.18108108108108117,0.165,0.1732317498523088,4.4173927888738636,1.0535604130085998
3219.02,8.940000000000001,8.370000000000001,69.02,34.6,0.18,4.109999999999999,0.165,2.4850000000000003,34.595,45.34,0.125,0.19729729729729728,0.18,0.18885169973012644,4.416114609377205,1.123679426854761
3219.17,8.91,8.945,69.57499999999999,34.6,0.19,3.9050000000000002,0.17,2.46,34.995000000000005,43.66,0.12,0.21081081081081074,0.19,0.20069167494843632,4.381105700486957,1.1507195941940462
3219.32,8.91,9.495000000000001,71.60499999999999,35.61,0.19,3.76,0.17,2.4450000000000003,36.754999999999995,41.58,0.12,0.2189189189189189,0.19,0.20497393920134016,4.258643032813899,1.083112014005533
3219.47,8.925,9.915,75.97999999999999,38.52,0.185,3.71,0.16,2.44,40.0,39.675,0.125,0.2216216216216217,0.185,0.20415175537725538,4.0171945548772205,0.9355702887186905
3219.62,8.955,10.09,83.865,42.285,0.16999999999999998,3.775,0.135,2.4450000000000003,43.695,38.510000000000005,0.14,0.2189189189189189,0.16999999999999998,0.19604141485492632,3.647612314252478,0.7046770141829257
3219.77,8.99,9.985,95.27,45.87,0.15000000000000002,3.935,0.12,2.46,47.445,38.415,0.155,0.21081081081081074,0.15000000000000002,0.18298412262107583,3.2136501202926326,0.4645342923515683
3219.92,9.045,9.645,106.07499999999999,49.864999999999995,0.13,4.140000000000001,0.11499999999999999,2.4800000000000004,51.825,39.39,0.16,0.19999999999999993,0.13,0.1687151885870138,2.8784931565536054,0.3010614004377139
3220.07,9.04,9.23,112.785,54.835,0.11499999999999999,4.345000000000001,0.11,2.505,56.68,41.235,0.16,0.18648648648648647,0.11499999999999999,0.15492289960182531,2.7035773994312065,0.22161440969236446
3220.22,9.015,8.934999999999999,116.08500000000001,59.519999999999996,0.11,4.49,0.11,2.5300000000000002,60.86,43.629999999999995,0.16,0.17297297297297298,0.11,0.1449621800572755,2.6258709684314017,0.19348147990885045
3220.37,9.02,8.885,117.255,62.92999999999999,0.11499999999999999,4.535,0.11,2.545,63.345,46.175,0.155,0.16486486486486496,0.11499999999999999,0.14219232409570684,2.599466155270578,0.19506927707306
3220.52,9.02,8.93,117.39,64.38,0.12,4.53,0.11,2.55,64.07,47.44,0.15,0.1621621621621623,0.12,0.14264740943513035,2.596473294147713,0.20218941126024426
3220.67,9.02,9.17,117.3,63.6,0.14,4.41,0.12,2.55,61.83,49.62,0.14,0.1621621621621623,0.14,0.1514869084064815,2.5984654731457804,0.23343808290074186
3220.82,9.04,9.33,117.26,59.09,0.16,4.24,0.14,2.54,57.27,50.97,0.12,0.16756756756756758,0.16,0.1638274850269504,2.5993518676445504,0.263691047282002
3220.97,8.97,9.25,116.53,54.45,0.18,4.08,0.15,2.52,52.63,51.19,0.11,0.17837837837837842,0.18,0.1791910235933987,2.6156354586801682,0.298726737890473
3221.12,8.95,9.1,115.245,52.14,0.185,4.025,0.155,2.51,50.925,50.78,0.11,0.18378378378378382,0.185,0.1843930258108224,2.6451290666514216,0.31713432641687134
3221.27,8.934999999999999,8.75,111.305,49.06,0.195,3.9450000000000003,0.16,2.495,47.629999999999995,49.625,0.11,0.19189189189189187,0.195,0.19345541805976618,2.7399804583421705,0.36968369652957134
3221.42,8.905,8.335,103.845,45.435,0.2,3.92,0.16,2.49,43.870000000000005,48.205,0.11499999999999999,0.19459459459459452,0.2,0.19731580809128624,2.9414413342780055,0.4625045980377984
3221.57,8.87,7.9399999999999995,92.795,41.46,0.2,3.935,0.16,2.495,39.32,47.225,0.125,0.19189189189189187,0.2,0.1959927316422329,3.2996041023286287,0.6263303756702521
3221.72,8.91,7.645,81.85499999999999,36.015,0.195,3.96,0.155,2.51,34.129999999999995,47.06,0.14,0.18378378378378382,0.195,0.18947524073931718,3.7359485298279567,0.8244312114709369
3221.87,8.945,7.485,74.53999999999999,31.225,0.185,3.965,0.14500000000000002,2.5300000000000002,31.21,47.625,0.155,0.17297297297297298,0.185,0.17908787551262015,4.094137775340494,0.9730708940151169
3222.02,8.925,7.48,71.08,31.195,0.175,3.94,0.135,2.55,31.86,48.435,0.165,0.16216216216216217,0.175,0.16870371655642044,4.288725007031351,1.0329301656965784
3222.17,8.915,7.65,71.5,32.89,0.17,3.895,0.125,2.565,35.709999999999994,48.905,0.17,0.15405405405405412,0.17,0.16222925552539308,4.264261321585241,0.9985452843598122
3222.32,8.92,7.960000000000001,75.325,40.055,0.165,3.835,0.12,2.575,42.905,48.66,0.165,0.1486486486486487,0.165,0.15704014437200411,4.051162918399392,0.8723603167364111
3222.47,8.895,8.365,82.55,47.295,0.16,3.775,0.12,2.58,50.045,47.815,0.16,0.14594594594594595,0.16,0.15313428606627744,3.704111489203349,0.6919800640627543
3222.62,8.77,8.85,91.41,54.285,0.155,3.74,0.11499999999999999,2.585,57.489999999999995,46.879999999999995,0.155,0.1432432432432433,0.155,0.14924076577157402,3.3414815455244797,0.5239287140122513
3222.77,8.684999999999999,9.415,95.11500000000001,62.425,0.15,3.7350000000000003,0.10500000000000001,2.5949999999999998,64.46,46.504999999999995,0.155,0.13783783783783787,0.15,0.1440542089891723,3.2046286644439137,0.45487152883680815
3222.92,8.695,10.06,92.57,67.58500000000001,0.15,3.765,0.10500000000000001,2.605,69.425,47.269999999999996,0.16,0.13243243243243247,0.15,0.1414963858038234,3.2942589718363653,0.48909017891119677
