Depth,CALI,CGR,DT,ILD,NPHI,PEF,PHIE,RHOB,RT,SGR,SW,Φda,ΦN,ΦND,Vpreal,ΔVp
3434.33,8.42,2.71,64.21,272.59,0.16,3.99,0.14,2.5,277.97,31.21,0.05,0.18918918918918923,0.16,0.1752035235177404,4.746924155116027,1.200115119596735
3434.48,,,,,,,,,,,,,,,,
3434.49,8.42,2.54,65.06,286.27,0.17,3.96,0.15,2.49,310.12,30.34,0.05,0.19459459459459452,0.17,0.1827115982161978,4.684906240393483,1.221262004838402
3434.64,8.44,2.88,65.79,346.93,0.17,3.94,0.16,2.48,353.97,29.41,0.04,0.20000000000000004,0.17,0.18560711193270588,4.632922936616507,1.1929636563444705
3434.79,8.44,3.7,66.31,364.84,0.18,3.92,0.16,2.47,386.71,28.51,0.04,0.20540540540540533,0.18,0.19312092140645834,4.596591765947821,1.2239478034009879
3434.94,8.43,4.81,66.65,420.46,0.18,3.92,0.16,2.47,424.27,27.68,0.04,0.20540540540540533,0.18,0.19312092140645834,4.573143285821455,1.2108717669528026
3435.09,,,,,,,,,,,,,,,,
3435.1,8.42,5.92,66.85,430.15,0.18,3.93,0.16,2.47,454.73,26.94,0.03,0.20540540540540533,0.18,0.19312092140645834,4.55946148092745,1.2032616504992255
3435.25,8.41,6.79,66.81,492.67,0.18,3.96,0.16,2.47,472.81,26.25,0.03,0.20540540540540533,0.18,0.19312092140645834,4.562191288729232,1.2047788755560145
3435.4,8.42,7.29,66.58,442.15,0.18,4.01,0.16,2.47,415.08,25.7,0.04,0.20540540540540533,0.18,0.19312092140645834,4.577951336737759,1.21354953355968
3435.55,8.4,7.43,66.12,373.3,0.17,4.06,0.15,2.48,342.66,25.26,0.04,0.20000000000000004,0.17,0.18560711193270588,4.609800362976406,1.1804419950269556
3435.7,,,,,,,,,,,,,,,,
3435.71,8.35,7.23,65.4,295.37,0.17,4.1,0.15,2.49,269.9,25.03,0.05,0.19459459459459452,0.17,0.1827115982161978,4.660550458715596,1.2079780203929484
3435.86,8.36,6.84,64.41,230.59,0.16,4.13,0.14,2.49,206.24,25.01,0.06,0.19459459459459452,0.16,0.17813906961337062,4.732184443409409,1.1922956572382026
3436.01,8.36,6.44,63.17,168.67,0.16,4.15,0.14,2.5,151.06,25.32,0.08,0.18918918918918923,0.16,0.1752035235177404,4.825075193921165,1.2418402192906566
3436.16,8.36,6.26,61.85,123.88,0.15,4.16,0.13,2.52,107.22,26.0,0.1,0.17837837837837842,0.15,0.16480116181765822,4.9280517380759905,1.2367501546190285
3436.31,,,,,,,,,,,,,,,,
3436.32,8.36,6.5,60.9,81.51,0.14,4.18,0.12,2.54,69.87,27.24,0.13,0.16756756756756758,0.14,0.1544002747738995,5.004926108374384,1.2126549759186145
3436.47,8.36,7.22,60.58,51.9,0.14,4.19,0.11,2.56,42.17,29.06,0.19,0.15675675675675677,0.14,0.1486147381468221,5.031363486299109,1.2260630323597241
3436.62,8.36,8.25,60.88,27.14,0.14,4.21,0.11,2.58,22.88,31.23,0.26,0.14594594594594595,0.14,0.14300387955936192,5.006570302233903,1.2134874517470742
3436.77,8.35,9.32,61.92,16.3,0.14,4.21,0.11,2.59,13.68,33.39,0.34,0.14054054054054066,0.14,0.14027053064601158,4.922480620155039,1.1711514090172335
3436.92,8.43,10.21,63.51,9.65,0.16,4.19,0.12,2.58,9.1,35.13,0.37,0.14594594594594595,0.16,0.15313428606627744,4.7992442135096836,1.2279997613582663
3437.07,,,,,,,,,,,,,,,,
3437.08,8.42,10.84,65.28,8.27,0.18,4.14,0.14,2.55,6.98,36.16,0.35,0.1621621621621623,0.18,0.17131340700176886,4.669117647058823,1.264656999407097
3437.23,8.16,11.33,67.03,4.98,0.21,4.06,0.16,2.51,4.79,36.58,0.34,0.18378378378378393,0.21,0.19732774663220154,4.547217663732657,1.3372321655372206
3437.38,8.22,11.84,68.19,4.48,0.24,3.96,0.18,2.47,3.99,36.67,0.32,0.20540540540540533,0.24,0.22337343236132506,4.469863616366037,1.4165019132153036
3437.53,8.4,12.4,68.57,3.22,0.26,3.86,0.2,2.44,3.19,36.95,0.33,0.2216216216216217,0.26,0.24157415338793725,4.445092606095961,1.4784324930747754
3437.68,,,,,,,,,,,,,,,,
3437.69,8.42,12.94,68.42,3.14,0.27,3.77,0.2,2.43,3.16,37.67,0.32,0.22702702702702698,0.27,0.24944064524524712,4.454837766734873,1.5225629256145283
3437.84,8.54,13.31,67.88,3.18,0.28,3.72,0.2,2.43,3.3,38.9,0.31,0.22702702702702698,0.28,0.2548933806523136,4.4902769593400125,1.583921117641053
3437.99,8.52,13.52,67.19,3.49,0.27,3.7,0.2,2.44,4.2,40.32,0.29,0.2216216216216217,0.27,0.24699812061045856,4.5363893436523295,1.5785645481915425
3438.14,8.5,13.62,66.55,5.31,0.26,3.7,0.19,2.45,5.66,41.54,0.26,0.21621621621621614,0.26,0.2391123712345908,4.580015026296018,1.569555457123598
3438.29,,,,,,,,,,,,,,,,
3438.3,8.49,13.79,66.03,6.21,0.26,3.7,0.19,2.45,8.0,42.15,0.23,0.21621621621621614,0.26,0.2391123712345908,4.61608359836438,1.5941388063610327
3438.45,8.48,14.13,65.67,10.75,0.25,3.7,0.18,2.45,11.79,41.99,0.19,0.21621621621621614,0.25,0.2337193318436213,4.641388761991777,1.5704333704399271
3438.6,8.48,14.33,65.42,13.39,0.24,3.7,0.18,2.45,14.82,41.04,0.17,0.21621621621621614,0.24,0.22841787600235836,4.659125649648425,1.5399842731328581
3438.75,8.5,14.11,65.07,17.03,0.23,3.72,0.17,2.45,18.56,39.57,0.16,0.21621621621621614,0.23,0.2232145292704504,4.684186260949747,1.5126188219592374
3438.9,,,,,,,,,,,,,,,,
3438.91,8.55,13.25,64.47,20.91,0.21,3.76,0.16,2.45,22.21,37.92,0.16,0.21621621621621614,0.21,0.21313077224424623,4.727780362959516,1.4479381569428127
3439.06,8.55,11.74,63.42,24.23,0.19,3.84,0.15,2.47,25.29,36.55,0.17,0.20540540540540533,0.19,0.1978526984523574,4.806054872280038,1.3955220548532
3439.21,8.58,10.03,61.96,26.92,0.16,3.95,0.13,2.5,27.5,35.82,0.19,0.18918918918918923,0.16,0.1752035235177404,4.919302775984506,1.2927345945989859
3439.36,8.61,8.68,60.22,28.39,0.13,4.09,0.11,2.54,28.79,35.93,0.23,0.16756756756756758,0.13,0.1499648120402105,5.0614413816007975,1.1732597698423648
3439.51,,,,,,,,,,,,,,,,
3439.52,8.63,8.17,58.43,29.41,0.1,4.24,0.08,2.58,29.78,36.77,0.33,0.14594594594594595,0.1,0.12510039795711478,5.2164983741228825,1.0173993619030632
3439.67,8.64,8.61,56.99,30.34,0.08,4.4,0.06,2.62,30.76,38.09,0.5,0.1243243243243243,0.08,0.10453836046805923,5.348306720477277,0.8941720325881981
3439.82,8.73,9.79,55.99,31.42,0.06,4.53,0.04,2.65,31.59,39.35,0.78,0.1081081081081082,0.06,0.08742815061155762,5.443829255224147,0.7277969114117733
3439.97,8.73,11.32,55.41,31.86,0.05,4.63,0.02,2.67,31.68,40.15,1.0,0.09729729729729739,0.05,0.07735232401601995,5.50081212777477,0.6348729041219627
3440.12,,,,,,,,,,,,,,,,
3440.13,8.73,12.81,55.34,31.42,0.04,4.68,0.02,2.69,31.2,40.17,1.0,0.08648648648648656,0.04,0.06737919688144563,5.507770148174918,0.5213812883696622
3440.28,8.72,14.06,55.68,30.88,0.05,4.66,0.02,2.69,30.52,39.39,0.99,0.08648648648648656,0.05,0.07063962183073046,5.474137931034483,0.6280427898490339
3440.43,8.68,14.88,56.47,29.96,0.07,4.58,0.04,2.68,30.27,37.92,0.88,0.09189189189189186,0.07,0.08168267807641698,5.397556224544006,0.8152758785878538
3440.58,8.67,15.19,57.65,30.75,0.09,4.44,0.06,2.64,32.38,36.06,0.57,0.11351351351351349,0.09,0.1024336803746273,5.287077189939289,0.9613106365732662
3440.73,8.38,14.86,59.04,34.9,0.12,4.27,0.09,2.59,35.46,33.99,0.27,0.14054054054054066,0.12,0.13067448782265678,5.162601626016261,1.1497098161072614
3440.88,,,,,,,,,,,,,,,,
3440.89,8.34,13.86,60.56,36.33,0.15,4.09,0.12,2.53,38.5,31.92,0.17,0.17297297297297312,0.15,0.1618944862852174,5.033025099075298,1.2920461604921565
3441.04,8.3,12.28,61.8,41.84,0.18,3.96,0.15,2.49,42.49,29.94,0.12,0.19459459459459452,0.18,0.18743939853381222,4.932038834951457,1.415494462806918
3441.19,8.3,10.34,62.44,43.48,0.2,3.87,0.17,2.45,46.3,28.25,0.1,0.21621621621621614,0.2,0.2082659983709025,4.881486226777707,1.493012374056255
3441.34,8.28,8.29,62.69,50.65,0.21,3.85,0.19,2.44,51.24,26.88,0.09,0.2216216216216217,0.21,0.21588902608770696,4.86201946083905,1.5317854594558225
3441.49,,,,,,,,,,,,,,,,
3441.5,8.29,6.44,62.67,52.14,0.21,3.86,0.18,2.44,54.18,25.92,0.08,0.2216216216216217,0.21,0.21588902608770696,4.863571086644328,1.5327620869033174
3441.65,8.29,4.96,62.45,57.32,0.21,3.9,0.18,2.44,57.64,25.26,0.08,0.2216216216216217,0.21,0.21588902608770696,4.88070456365092,1.543557452177287
3441.8,8.3,3.93,62.21,58.14,0.2,3.96,0.18,2.45,58.38,24.8,0.09,0.21621621621621614,0.2,0.2082659983709025,4.899533837003697,1.5041145339112814
3441.95,8.32,3.35,62.01,58.74,0.2,4.03,0.17,2.46,59.01,24.34,0.09,0.21081081081081088,0.2,0.20547651685133206,4.915336236090954,1.5138542255561802
3442.1,,,,,,,,,,,,,,,,
3442.11,8.36,3.2,61.85,59.44,0.2,4.08,0.17,2.47,59.93,23.81,0.09,0.20540540540540533,0.2,0.20272071991999108,4.9280517380759905,1.5217039508609704
3442.26,8.4,3.34,61.78,60.7,0.2,4.12,0.17,2.47,61.47,23.15,0.09,0.20540540540540533,0.2,0.20272071991999108,4.933635480738103,1.5251545360252745
3442.41,8.41,3.56,61.79,62.65,0.2,4.14,0.17,2.46,63.62,22.47,0.09,0.21081081081081088,0.2,0.20547651685133206,4.932837028645412,1.5246609842765064
3442.56,8.41,3.71,61.88,65.13,0.2,4.15,0.17,2.46,66.72,21.82,0.08,0.21081081081081088,0.2,0.20547651685133206,4.9256625727213965,1.520228178727832
3442.71,,,,,,,,,,,,,,,,
3442.72,8.41,3.71,62.05,69.17,0.19,4.15,0.17,2.46,71.02,21.18,0.08,0.21081081081081088,0.19,0.20067535717510446,4.912167606768735,1.4587541318847266
3442.87,8.41,3.71,62.31,73.89,0.19,4.17,0.16,2.47,76.38,20.57,0.08,0.20540540540540533,0.19,0.1978526984523574,4.891670678863746,1.4464778418808217
3443.02,8.41,3.9,62.58,80.22,0.18,4.19,0.16,2.47,82.52,19.95,0.08,0.20540540540540533,0.18,0.19312092140645834,4.870565675934804,1.3797805241406231
3443.17,8.4,4.42,62.79,86.08,0.18,4.19,0.16,2.47,89.0,19.38,0.08,0.20540540540540533,0.18,0.19312092140645834,4.854276158623985,1.3703618299975928
3443.32,,,,,,,,,,,,,,,,
3443.33,8.41,5.3,62.95,93.5,0.18,4.18,0.16,2.47,94.72,18.95,0.07,0.20540540540540533,0.18,0.19312092140645834,4.841938046068308,1.3632405032979045
3443.48,8.4,6.37,63.07,96.6,0.19,4.14,0.17,2.46,100.43,18.75,0.07,0.21081081081081088,0.19,0.20067535717510446,4.832725543047408,1.411339410212765
3443.63,8.32,7.43,63.06,106.35,0.19,4.08,0.18,2.45,107.41,18.78,0.06,0.21621621621621614,0.19,0.20353065144451526,4.83349191246432,1.411794669804466
3443.78,8.34,8.29,62.89,109.06,0.2,4.0,0.18,2.44,113.11,19.02,0.06,0.2216216216216217,0.2,0.21108782907855828,4.846557481316585,1.4715906994935715
3443.93,,,,,,,,,,,,,,,,
3443.94,8.37,8.91,62.52,119.36,0.2,3.92,0.18,2.44,120.4,19.57,0.06,0.2216216216216217,0.2,0.21108782907855828,4.8752399232245685,1.48917522361561
3444.09,8.35,9.34,61.95,122.02,0.2,3.86,0.17,2.45,124.7,20.44,0.06,0.21621621621621614,0.2,0.2082659983709025,4.920096852300242,1.5167918054043064
3444.24,8.39,9.8,61.1,128.84,0.19,3.86,0.15,2.47,128.13,21.8,0.07,0.20540540540540533,0.19,0.1978526984523574,4.988543371522095,1.5047564677262755
3444.39,8.4,10.43,60.07,127.02,0.18,3.89,0.13,2.5,121.17,23.91,0.09,0.18918918918918923,0.18,0.18465176590823987,5.074080239720327,1.4990239982679716
3444.54,8.43,11.33,58.97,112.15,0.16,3.95,0.11,2.53,108.44,26.91,0.12,0.17297297297297312,0.16,0.1666127986967221,5.168729862642022,1.4304487851143892
3444.69,,,,,,,,,,,,,,,,
3444.7,8.43,12.49,57.78,102.72,0.14,4.02,0.09,2.56,84.63,30.77,0.19,0.15675675675675677,0.14,0.1486147381468221,5.275181723779855,1.3519372726994177
3444.85,8.47,13.78,56.69,56.72,0.12,4.1,0.07,2.61,51.69,35.2,0.35,0.12972972972972985,0.12,0.12495959902254158,5.376609631328277,1.2514025589260198
3445.0,8.47,14.83,55.75,43.92,0.11,4.19,0.05,2.65,40.25,39.59,0.65,0.1081081081081082,0.11,0.10905815659251354,5.467264573991032,1.211321543307191
3445.15,8.46,15.37,55.14,34.59,0.1,4.28,0.04,2.69,33.04,43.26,0.94,0.08648648648648656,0.1,0.09348773273744856,5.527747551686616,1.1500725452235132
3445.3,,,,,,,,,,,,,,,,
3445.31,8.45,15.1,54.96,30.65,0.09,4.36,0.03,2.71,30.19,45.65,1.0,0.07567567567567574,0.09,0.08314688174841574,5.545851528384279,1.0643948785377777
3445.46,8.44,14.07,55.14,29.47,0.08,4.44,0.03,2.73,28.9,46.53,1.0,0.06486486486486492,0.08,0.07282668018637534,5.527747551686616,0.9600046880355393
3445.61,8.44,12.44,55.53,28.01,0.09,4.5,0.04,2.73,26.97,45.89,0.93,0.06486486486486492,0.09,0.07844568405571203,5.48892490545651,1.041387029155846
3445.76,8.42,10.61,55.99,25.36,0.09,4.56,0.06,2.72,24.6,44.17,0.68,0.0702702702702702,0.09,0.08074004856283164,5.443829255224147,1.0232923224212396
3445.91,,,,,,,,,,,,,,,,
3445.92,8.43,8.81,56.44,23.44,0.1,4.6,0.07,2.71,23.76,41.78,0.44,0.07567567567567574,0.1,0.08867583630552932,5.400425230333098,1.0950972457011972
3446.07,8.41,7.23,56.79,24.27,0.11,4.58,0.08,2.69,25.59,39.1,0.39,0.08648648648648656,0.11,0.09894420737157184,5.367142102482831,1.1655019740626225
3446.22,8.34,5.87,57.02,27.63,0.12,4.54,0.08,2.67,29.24,36.33,0.35,0.09729729729729739,0.12,0.109240020279563,5.345492809540512,1.2364356278576318
3446.37,8.34,4.77,57.14,31.74,0.12,4.49,0.08,2.65,33.58,33.67,0.31,0.1081081081081082,0.12,0.11420893800117925,5.3342667133356665,1.2310509121854736
3446.52,,,,,,,,,,,,,,,,
3446.53,8.29,3.95,57.12,36.44,0.11,4.46,0.08,2.64,37.05,31.12,0.3,0.11351351351351349,0.11,0.1117705635446619,5.336134453781513,1.1514366087361507
3446.68,8.27,3.53,57.03,37.99,0.1,4.47,0.08,2.63,39.69,28.84,0.31,0.11891891891891902,0.1,0.1098674412117722,5.344555497106786,1.0712788977825465
3446.83,8.36,3.4,56.9,42.32,0.09,4.5,0.07,2.63,42.74,26.93,0.33,0.11891891891891902,0.09,0.10545546281924999,5.35676625659051,0.9886899012400461
3446.98,8.36,3.47,56.74,43.38,0.08,4.57,0.07,2.63,44.87,25.52,0.37,0.11891891891891902,0.08,0.10134522504006896,5.371871695452943,0.9027159084240512
3447.13,,,,,,,,,,,,,,,,
3447.14,8.39,3.57,56.62,47.18,0.07,4.66,0.06,2.63,47.49,24.7,0.42,0.11891891891891902,0.07,0.09757486683784006,5.383256799717415,0.8105663234554994
3447.29,8.39,3.53,56.56,47.98,0.06,4.74,0.06,2.64,48.78,24.5,0.46,0.11351351351351349,0.06,0.09078909006643532,5.388967468175389,0.7117104768424323
3447.44,8.41,3.29,56.59,50.03,0.06,4.8,0.05,2.65,49.85,24.89,0.49,0.1081081081081082,0.06,0.08742815061155762,5.3861106202509275,0.7108767818655402
3447.59,8.41,2.98,56.77,49.58,0.06,4.83,0.05,2.66,48.12,25.71,0.49,0.10270270270270267,0.06,0.08410661431314344,5.369032939933063,0.7059013594557948
3447.74,,,,,,,,,,,,,,,,
3447.75,8.56,2.72,57.05,45.88,0.06,4.83,0.06,2.67,45.46,26.71,0.47,0.09729729729729739,0.06,0.08082933892269153,5.342681858019282,0.6982519739776523
3447.9,8.53,2.65,57.4,44.82,0.06,4.78,0.06,2.67,44.19,27.58,0.41,0.09729729729729739,0.06,0.08082933892269153,5.310104529616725,0.6888418696616032
3448.05,8.6,2.87,57.82,43.23,0.08,4.69,0.07,2.66,44.34,28.05,0.34,0.10270270270270267,0.08,0.09205391122173932,5.27153234175026,0.8665515918629856
3448.2,8.64,3.32,58.22,46.05,0.09,4.55,0.08,2.65,47.47,27.92,0.28,0.1081081081081082,0.09,0.09946698708293725,5.235314324974236,0.9411590535041636
3448.35,8.63,3.87,58.51,49.66,0.11,4.4,0.09,2.63,50.66,27.2,0.23,0.11891891891891902,0.11,0.11454629910399645,5.209365920355495,1.0945562505527704
3448.5,,,,,,,,,,,,,,,,
3448.51,8.49,4.49,58.71,52.21,0.12,4.26,0.1,2.61,52.82,25.99,0.19,0.12972972972972985,0.12,0.12495959902254158,5.191619826264691,1.1633266172692265
3448.66,8.52,5.15,58.81,53.76,0.13,4.15,0.1,2.6,54.07,24.63,0.18,0.13513513513513511,0.13,0.13259242955009015,5.182792042169699,1.2327993641705626
3448.81,8.52,5.76,58.85,54.54,0.14,4.07,0.11,2.6,54.16,23.37,0.17,0.13513513513513511,0.14,0.13758907069239043,5.1792693288020395,1.3019493608586221
3448.96,8.53,6.25,58.85,53.57,0.14,4.04,0.1,2.6,52.33,22.47,0.18,0.13513513513513511,0.14,0.13758907069239043,5.1792693288020395,1.3019493608586221
3449.11,,,,,,,,,,,,,,,,
3449.12,8.53,6.59,58.85,50.42,0.14,4.04,0.1,2.61,49.12,22.09,0.18,0.12972972972972985,0.14,0.1349625925502114,5.1792693288020395,1.3019493608586221
3449.27,8.53,6.77,58.86,47.12,0.14,4.03,0.11,2.61,46.23,22.25,0.19,0.12972972972972985,0.14,0.1349625925502114,5.178389398572885,1.3014935608937308
3449.42,8.48,6.72,58.9,44.85,0.15,4.01,0.11,2.6,45.08,22.73,0.18,0.13513513513513511,0.15,0.142761172501474,5.174872665534805,1.3679657773814293
3449.57,8.44,6.44,58.96,45.44,0.15,3.96,0.11,2.59,46.39,23.38,0.17,0.14054054054054066,0.15,0.14534724547687058,5.169606512890095,1.365123013963538
3449.72,,,,,,,,,,,,,,,,
3449.73,8.41,5.94,59.03,47.87,0.15,3.91,0.12,2.58,48.41,24.02,0.16,0.14594594594594595,0.15,0.1479868560684647,5.163476198543114,1.3618160904053407
3449.88,8.42,5.3,59.12,49.24,0.15,3.88,0.12,2.57,51.02,24.54,0.15,0.15135135135135147,0.15,0.15067719063594237,5.155615696887686,1.3575795108736304
3450.03,8.38,4.65,59.22,53.76,0.15,3.87,0.12,2.57,54.16,24.89,0.15,0.15135135135135147,0.15,0.15067719063594237,5.146909827760892,1.3528921273239822
3450.18,8.4,4.11,59.36,54.79,0.15,3.9,0.11,2.57,55.93,25.11,0.15,0.15135135135135147,0.15,0.15067719063594237,5.1347708894878705,1.3463648041741578
3450.33,,,,,,,,,,,,,,,,
3450.34,8.34,3.7,59.56,57.7,0.14,3.96,0.11,2.58,57.65,25.29,0.16,0.14594594594594595,0.14,0.14300387955936192,5.117528542646071,1.2700929947651898
3450.49,8.37,3.42,59.8,57.58,0.14,4.05,0.11,2.6,56.41,25.44,0.17,0.13513513513513511,0.14,0.13758907069239043,5.096989966555184,1.2595522871474185
3450.64,8.42,3.3,60.1,54.61,0.14,4.14,0.11,2.6,53.66,25.68,0.17,0.13513513513513511,0.14,0.13758907069239043,5.071547420965058,1.2465342442464378
3450.79,8.42,3.38,60.39,52.19,0.15,4.22,0.11,2.6,48.02,26.12,0.18,0.13513513513513511,0.15,0.142761172501474,5.047193243914555,1.2995677851439682
3450.94,,,,,,,,,,,,,,,,
3450.95,8.53,3.63,60.57,41.57,0.15,4.27,0.11,2.59,40.7,26.75,0.19,0.14054054054054066,0.15,0.14534724547687058,5.032194155522536,1.291605454603956
3451.1,8.52,4.1,60.62,39.37,0.14,4.3,0.11,2.58,39.42,27.61,0.19,0.14594594594594595,0.14,0.14300387955936192,5.028043549983504,1.2243766553630473
3451.25,8.52,4.76,60.5,39.5,0.14,4.32,0.11,2.57,91.59,28.67,0.16,0.15135135135135147,0.14,0.14578619885963184,5.0380165289256205,1.229444743345213
3451.4,8.47,5.52,60.17,171.99,0.13,4.36,0.11,2.57,442.86,29.81,0.08,0.15135135135135147,0.13,0.14108017499967926,5.065647332557753,1.1753069405370349
3451.55,,,,,,,,,,,,,,,,
3451.56,8.47,6.25,59.66,860.91,0.13,4.43,0.1,2.57,1308.77,30.96,0.04,0.15135135135135147,0.13,0.14108017499967926,5.108950720750922,1.196453063371731
3451.71,8.46,6.87,59.0,2000.0,0.12,4.57,0.1,2.58,2000.0,32.19,0.03,0.14594594594594595,0.12,0.13360430221002798,5.1661016949152545,1.1513493239984998
3451.86,8.45,7.34,58.34,2000.0,0.12,4.78,0.09,2.6,2000.0,33.56,0.04,0.13513513513513511,0.12,0.12779183218811607,5.2245457661981485,1.178843130651182
3452.01,8.43,7.83,57.86,2000.0,0.11,5.03,0.08,2.63,1975.76,35.11,0.04,0.11891891891891902,0.11,0.11454629910399645,5.267888005530591,1.1206896774719644
3452.16,8.45,8.48,57.66,1938.34,0.11,5.28,0.08,2.65,1590.23,36.8,0.06,0.1081081081081082,0.11,0.10905815659251354,5.286160249739855,1.1288933526594889
3452.31,,,,,,,,,,,,,,,,
3452.32,8.45,9.55,57.69,1052.95,0.11,5.51,0.07,2.68,712.79,38.58,0.14,0.09189189189189186,0.11,0.10135117117101099,5.283411336453459,1.1276578402622173
3452.47,8.46,11.08,57.91,187.78,0.11,5.72,0.06,2.7,125.13,40.33,0.4,0.08108108108108103,0.11,0.09662851988227088,5.26333966499741,1.1186508634080692
3452.62,8.51,13.18,58.27,28.42,0.12,5.84,0.05,2.72,24.99,42.1,0.74,0.0702702702702702,0.12,0.09833084684842498,5.230822035352668,1.1818087830704487
3452.77,8.51,15.7,58.66,19.68,0.12,5.84,0.04,2.72,17.09,43.88,0.94,0.0702702702702702,0.12,0.09833084684842498,5.196045005114218,1.1654079317164232
3452.92,,,,,,,,,,,,,,,,
3452.93,8.54,18.42,59.08,13.09,0.13,5.69,0.04,2.72,12.34,45.62,1.0,0.0702702702702702,0.13,0.10449380575865926,5.159106296547055,1.2211014489767829
3453.08,8.54,21.0,59.43,11.19,0.13,5.44,0.04,2.71,9.19,47.1,1.0,0.07567567567567574,0.13,0.10636448629352295,5.128722867238769,1.206149927072162
3453.23,8.54,23.11,59.74,6.1,0.14,5.18,0.04,2.7,5.86,48.06,1.0,0.08108108108108103,0.14,0.11439873624581008,5.102109139604955,1.2621768675442415
3453.38,8.53,24.5,60.01,5.49,0.15,4.99,0.05,2.68,4.89,48.23,1.0,0.09189189189189186,0.15,0.12438673521616189,5.07915347442093,1.3165853488538595
3453.53,,,,,,,,,,,,,,,,
3453.54,8.5,25.2,60.24,3.97,0.15,4.89,0.05,2.66,3.92,47.62,1.0,0.10270270270270267,0.15,0.1285454105412553,5.059760956175299,1.3062512768491574
3453.69,8.47,25.28,60.51,3.84,0.16,4.87,0.06,2.65,3.75,46.46,1.0,0.1081081081081082,0.16,0.13654186727651416,5.0371839365394155,1.3572867032233065
3453.84,8.4,25.03,60.88,3.61,0.16,4.91,0.06,2.65,3.6,45.18,1.0,0.1081081081081082,0.16,0.13654186727651416,5.006570302233903,1.340429660996075
3453.99,8.41,24.58,61.44,3.6,0.16,4.92,0.07,2.64,3.55,44.21,1.0,0.11351351351351349,0.16,0.1387179111545849,4.9609375,1.3154231093080218
3454.14,,,,,,,,,,,,,,,,
3454.15,8.41,24.08,62.09,3.48,0.16,4.84,0.07,2.63,3.45,43.79,1.0,0.11891891891891902,0.16,0.14096401894959656,4.9090030600740855,1.2871407003499558
3454.3,8.42,23.54,62.73,3.4,0.16,4.65,0.08,2.61,3.32,43.89,0.98,0.12972972972972985,0.16,0.14565336037275067,4.858919177427069,1.2600470129557766
3454.45,8.46,22.98,63.34,3.2,0.16,4.36,0.08,2.6,3.22,44.31,0.92,0.13513513513513511,0.16,0.1480903520625014,4.81212503946953,1.2348953738137514
3454.6,8.46,22.49,63.73,3.24,0.16,4.05,0.09,2.58,3.32,44.83,0.85,0.14594594594594595,0.16,0.15313428606627744,4.782676918248863,1.2191483702698322
3454.75,,,,,,,,,,,,,,,,
3454.76,8.46,22.24,63.82,3.44,0.16,3.81,0.09,2.57,3.58,45.23,0.79,0.15135135135135147,0.16,0.15573572415454368,4.775932309620809,1.2155506666121463
3454.91,8.43,22.5,63.71,3.79,0.16,3.67,0.09,2.57,3.96,45.56,0.77,0.15135135135135147,0.16,0.15573572415454368,4.7841783079579345,1.219949692160263
3455.06,8.43,23.42,63.34,4.22,0.16,3.67,0.08,2.57,4.49,45.88,0.79,0.15135135135135147,0.16,0.15573572415454368,4.81212503946953,1.2348953738137514
3455.21,8.41,24.92,62.75,4.92,0.15,3.75,0.07,2.58,5.29,46.48,0.85,0.14594594594594595,0.15,0.1479868560684647,4.857370517928287,1.1999533887847447
3455.36,,,,,,,,,,,,,,,,
3455.37,8.42,26.65,61.97,5.87,0.15,3.84,0.06,2.59,6.51,47.5,0.94,0.14054054054054066,0.15,0.14534724547687058,4.918508955946426,1.2317615308032437
3455.52,8.4,27.83,61.0,7.5,0.14,3.93,0.05,2.61,8.56,48.8,1.0,0.12972972972972985,0.14,0.1349625925502114,4.99672131147541,1.2085035635261185
3455.67,8.42,27.89,59.89,10.19,0.13,4.05,0.05,2.62,12.56,50.01,1.0,0.1243243243243243,0.13,0.1271938237861803,5.08933043913842,1.1868564396275092
3455.82,8.66,26.3,58.66,16.22,0.11,4.19,0.04,2.64,20.39,50.32,1.0,0.11351351351351349,0.11,0.1117705635446619,5.196045005114218,1.0886379271139104
3455.97,8.7,23.19,57.51,26.82,0.09,4.36,0.03,2.66,35.3,49.2,1.0,0.10270270270270267,0.09,0.09656046070322917,5.299947835159103,0.9663457843757701
3456.12,,,,,,,,,,,,,,,,
3456.13,8.83,19.01,56.67,48.4,0.07,4.53,0.02,2.67,54.28,46.35,1.0,0.09729729729729739,0.07,0.08475483485134837,5.378507146638433,0.8090043799004558
3456.28,8.79,14.64,56.08,63.36,0.06,4.71,0.02,2.67,88.4,42.17,0.99,0.09729729729729739,0.06,0.08082933892269153,5.435092724679031,0.7252254910152232
3456.43,8.62,10.81,55.78,127.04,0.04,4.89,0.03,2.68,128.76,37.49,0.84,0.09189189189189186,0.04,0.07086649347706976,5.464324130512729,0.5121560947427382
3456.58,8.64,8.02,55.81,131.52,0.03,5.07,0.03,2.68,137.89,33.32,0.66,0.09189189189189186,0.03,0.06835246811736626,5.461386848235083,0.39285018864685206
3456.73,,,,,,,,,,,,,,,,
3456.74,8.65,6.32,56.12,147.87,0.03,5.18,0.03,2.68,148.17,30.5,0.68,0.09189189189189186,0.03,0.06835246811736626,5.431218816821098,0.3879005516696328
3456.89,8.65,5.58,56.79,148.63,0.03,5.2,0.03,2.68,147.71,29.33,0.63,0.09189189189189186,0.03,0.06835246811736626,5.367142102482831,0.37747993600687835
