Depth,CALI,CGR,DT,ILD,NPHI,PEF,PHIE,RHOB,RT,SGR,SW,Φda,ΦN,ΦND,Vpreal,ΔVp
3257.55,8.67,14.8,59.02,22.45,0.18,3.6,0.09,2.58,24.09,37.05,0.33,0.14594594594594595,0.18,0.16386003041934444,5.164351067434768,1.5528226136144627
3257.7,8.61,14.35,58.56,26.63,0.17,3.64,0.09,2.6,29.11,37.27,0.31,0.13513513513513511,0.17,0.1535602564923477,5.204918032786885,1.5150598163152038
3257.85,8.61,13.01,58.68,32.94,0.17,3.69,0.09,2.61,35.69,37.49,0.26,0.12972972972972985,0.17,0.1512114459552397,5.194274028629857,1.50885946785679
3258.0,,,,,,,,,,,,,,,,
3258.01,8.65,10.96,59.18,39.94,0.16,3.73,0.11,2.61,42.54,37.79,0.2,0.12972972972972985,0.16,0.14565336037275067,5.150388644812437,1.4201778536357064
3258.16,8.66,8.66,59.87,46.57,0.16,3.75,0.12,2.61,49.37,38.18,0.16,0.12972972972972985,0.16,0.14565336037275067,5.091030566226825,1.3870928234900912
3258.31,8.66,6.55,60.64,53.7,0.16,3.74,0.12,2.59,56.02,38.66,0.15,0.14054054054054066,0.16,0.15058493207394183,5.0263852242744065,1.3513331369219874
3258.46,8.67,5.11,61.37,59.6,0.17,3.71,0.12,2.58,61.46,39.18,0.14,0.14594594594594595,0.17,0.1584301409739589,4.966596056705231,1.3780581857395395
3258.61,,,,,,,,,,,,,,,,
3258.62,8.59,4.52,62.06,64.33,0.17,3.67,0.13,2.56,64.83,39.74,0.13,0.15675675675675677,0.17,0.1635125083730554,4.911376087657106,1.3468723699545735
3258.77,8.58,4.78,62.72,65.62,0.17,3.64,0.14,2.55,65.33,40.38,0.11,0.1621621621621623,0.17,0.16612731087498442,4.85969387755102,1.3178800226445393
3258.92,8.65,5.52,63.38,64.89,0.16,3.65,0.15,2.55,64.21,40.97,0.1,0.1621621621621623,0.16,0.16108470882909312,4.80908804039129,1.233268464421549
3259.07,8.73,6.38,64.11,63.15,0.16,3.71,0.15,2.56,62.23,41.4,0.1,0.15675675675675677,0.16,0.15838667997798458,4.754328497894244,1.204049181299717
3259.22,,,,,,,,,,,,,,,,
3259.23,8.75,7.01,64.94,60.8,0.15,3.84,0.14,2.56,60.5,41.29,0.11,0.15675675675675677,0.15,0.15341558067695896,4.693563289190022,1.1160565109414513
3259.38,8.71,7.26,65.85,60.03,0.14,4.03,0.13,2.57,59.31,40.44,0.12,0.15135135135135147,0.14,0.14578619885963184,4.62870159453303,1.027184419975244
3259.53,8.56,7.13,66.8,58.21,0.13,4.24,0.12,2.57,58.1,38.79,0.14,0.15135135135135147,0.13,0.14108017499967926,4.562874251497006,0.9393067970293663
3259.68,8.59,6.78,67.57,57.93,0.11,4.45,0.11,2.57,57.49,36.62,0.17,0.15135135135135147,0.11,0.13230123120341747,4.510877608406098,0.8000178650251972
3259.83,,,,,,,,,,,,,,,,
3259.84,8.61,6.42,68.0,56.82,0.1,4.62,0.09,2.58,56.62,34.39,0.21,0.14594594594594595,0.1,0.12510039795711478,4.482352941176471,0.7286583598956824
3259.99,8.62,6.14,68.17,56.3,0.09,4.72,0.08,2.59,55.51,32.57,0.24,0.14054054054054066,0.09,0.1180077191022421,4.471175003667303,0.662826874668256
3260.14,8.61,5.97,68.09,54.28,0.09,4.71,0.09,2.59,54.24,31.34,0.21,0.14054054054054066,0.09,0.1180077191022421,4.476428256719048,0.6646128796457167
3260.29,8.67,5.88,67.82,54.18,0.1,4.59,0.11,2.57,54.3,30.63,0.16,0.15135135135135147,0.1,0.12827164837928964,4.494249483928045,0.7330510338182199
3260.44,,,,,,,,,,,,,,,,
3260.45,8.53,5.81,67.48,54.49,0.13,4.39,0.14,2.53,54.56,30.04,0.13,0.17297297297297312,0.13,0.15300269504016734,4.516893894487255,0.9186335258780631
3260.6,8.56,5.82,67.16,54.67,0.17,4.16,0.16,2.49,54.7,29.34,0.11,0.19459459459459452,0.17,0.1827115982161978,4.538415723645027,1.1420429784220119
3260.75,8.48,6.0,66.84,54.76,0.21,3.93,0.18,2.44,54.39,28.35,0.09,0.2216216216216217,0.21,0.21588902608770696,4.560143626570915,1.3450758443347977
3260.9,8.46,6.42,66.62,53.81,0.24,3.73,0.21,2.4,53.25,27.32,0.07,0.24324324324324334,0.24,0.2416270632436396,4.575202641849295,1.4849026150829165
3261.05,,,,,,,,,,,,,,,,
3261.06,8.46,7.09,66.49,52.38,0.27,3.6,0.23,2.38,51.82,26.54,0.07,0.2540540540540541,0.27,0.26214829999572786,4.584147992179275,1.6115827795794218
3261.21,8.49,7.81,66.42,50.95,0.28,3.53,0.24,2.37,50.44,26.38,0.06,0.2594594594594594,0.28,0.2699251851004227,4.588979223125564,1.6531965789177634
3261.36,8.52,8.35,66.4,49.64,0.28,3.51,0.24,2.38,48.94,27.04,0.07,0.2540540540540541,0.28,0.26734197424020445,4.590361445783132,1.654171556757238
3261.51,8.65,8.41,66.41,47.86,0.27,3.54,0.22,2.39,47.02,28.76,0.07,0.2486486486486486,0.27,0.25954397553670855,4.58967023038699,1.6154110385306835
3261.66,8.64,7.93,66.43,45.71,0.25,3.61,0.2,2.42,44.76,31.4,0.08,0.2324324324324325,0.25,0.24137609207050448,4.588288423904862,1.5348686037240409
3261.81,,,,,,,,,,,,,,,,
3261.82,8.7,7.1,66.41,43.3,0.23,3.7,0.18,2.45,42.86,34.75,0.1,0.21621621621621614,0.23,0.2232145292704504,4.58967023038699,1.4517919837691142
3261.97,8.75,6.31,66.27,42.18,0.21,3.81,0.16,2.48,41.73,38.31,0.12,0.20000000000000004,0.21,0.2050609665440988,4.599366229062925,1.3689545741446545
3262.12,8.76,6.06,65.98,41.03,0.18,3.93,0.14,2.52,40.83,41.57,0.14,0.17837837837837842,0.18,0.1791910235933987,4.619581691421643,1.2368089720186441
3262.27,8.79,6.64,65.51,40.52,0.16,4.07,0.13,2.55,40.59,44.04,0.16,0.1621621621621623,0.16,0.16108470882909312,4.652724774843535,1.1504197801521472
3262.42,,,,,,,,,,,,,,,,
3262.43,8.85,8.11,64.86,40.69,0.14,4.21,0.11,2.56,40.85,45.59,0.2,0.15675675675675677,0.14,0.1486147381468221,4.699352451433858,1.061235296422375
3262.58,8.74,10.19,64.21,41.09,0.13,4.35,0.09,2.56,41.67,46.25,0.26,0.15675675675675677,0.13,0.14400118192031794,4.746924155116027,1.0236167147310886
3262.73,8.59,12.13,63.69,42.56,0.13,4.42,0.08,2.56,42.68,46.37,0.28,0.15675675675675677,0.13,0.14400118192031794,4.785680640602921,1.0416826452632653
3262.88,8.58,13.44,63.25,42.87,0.13,4.41,0.08,2.55,43.3,46.24,0.28,0.1621621621621623,0.13,0.14696354452228524,4.818972332015811,1.0572864846183223
3263.03,,,,,,,,,,,,,,,,
3263.04,8.56,13.76,62.82,43.97,0.14,4.32,0.09,2.54,44.07,45.99,0.25,0.16756756756756758,0.14,0.1544002747738995,4.851957975167144,1.1360267735364253
3263.19,8.54,13.19,62.25,44.25,0.15,4.18,0.1,2.54,44.64,45.61,0.22,0.16756756756756758,0.15,0.15902655391555104,4.896385542168675,1.2202209107801623
3263.34,8.53,12.17,61.51,45.27,0.16,4.0,0.1,2.54,45.32,44.97,0.2,0.16756756756756758,0.16,0.1638274850269504,4.955291822467892,1.3123394055458517
3263.49,8.53,11.32,60.55,45.4,0.17,3.83,0.1,2.54,45.32,44.28,0.21,0.16756756756756758,0.17,0.16878816561079057,5.033856317093312,1.416331259679343
3263.64,,,,,,,,,,,,,,,,
3263.65,8.5,11.14,59.48,45.2,0.17,3.7,0.09,2.55,44.93,43.85,0.24,0.1621621621621623,0.17,0.16612731087498442,5.124411566913248,1.4683500376047816
3263.8,8.5,11.9,58.57,44.5,0.16,3.64,0.08,2.57,42.72,44.5,0.32,0.15135135135135147,0.16,0.15573572415454368,5.204029366569917,1.450279311150379
3263.95,8.49,13.59,57.81,39.96,0.15,3.64,0.06,2.59,38.36,46.72,0.52,0.14054054054054066,0.15,0.14534724547687058,5.2724442138038405,1.4209686361772742
3264.1,8.67,15.86,57.3,35.89,0.14,3.67,0.04,2.61,33.6,50.84,0.82,0.12972972972972985,0.14,0.1349625925502114,5.319371727748692,1.3751702732597035
3264.25,,,,,,,,,,,,,,,,
3264.26,8.7,18.12,57.14,30.07,0.12,3.7,0.02,2.63,27.82,56.47,1.0,0.11891891891891902,0.12,0.11946068239559916,5.3342667133356665,1.2310509121854736
3264.41,8.83,19.82,57.23,24.33,0.11,3.73,0.01,2.65,22.86,62.85,1.0,0.1081081081081082,0.11,0.10905815659251354,5.325878035995108,1.1467972966488151
3264.56,8.8,20.49,57.57,20.59,0.11,3.76,0.01,2.66,19.88,68.72,1.0,0.10270270270270267,0.11,0.10641392094655598,5.294424179260031,1.132610458655913
3264.71,8.81,19.84,58.13,18.78,0.11,3.8,0.02,2.66,18.95,72.97,0.99,0.10270270270270267,0.11,0.10641392094655598,5.243419920867022,1.1097370508325612
3264.86,,,,,,,,,,,,,,,,
3264.87,8.8,18.04,58.84,19.2,0.12,3.82,0.04,2.65,20.18,74.79,0.88,0.1081081081081082,0.12,0.11420893800117925,5.180149558123725,1.1579376582884144
3265.02,8.79,15.54,59.73,21.69,0.14,3.84,0.06,2.62,23.3,73.9,0.59,0.1243243243243243,0.14,0.1323943684956044,5.1029633350075345,1.2626149821490706
3265.17,8.79,12.97,60.67,25.78,0.15,3.84,0.09,2.59,28.39,70.6,0.31,0.14054054054054066,0.15,0.14534724547687058,5.023899785726059,1.2872089883079068
3265.32,8.72,10.91,61.48,32.42,0.17,3.84,0.12,2.56,34.57,65.52,0.2,0.15675675675675677,0.17,0.1635125083730554,4.957709824333117,1.3730251777914906
3265.47,8.7,9.58,62.21,37.88,0.18,3.85,0.14,2.54,39.58,59.47,0.15,0.16756756756756758,0.18,0.1738949247397855,4.899533837003697,1.3965767804070364
3265.62,,,,,,,,,,,,,,,,
3265.63,8.55,8.92,62.78,42.2,0.18,3.91,0.14,2.52,43.33,53.02,0.14,0.17837837837837842,0.18,0.1791910235933987,4.855049378783052,1.370808481476709
3265.78,8.58,8.71,63.15,45.09,0.17,4.07,0.14,2.52,51.65,46.78,0.12,0.17837837837837842,0.17,0.17423955617611625,4.826603325415677,1.299417494334088
3265.93,8.6,8.55,63.28,61.77,0.16,4.33,0.14,2.52,64.43,40.9,0.11,0.17837837837837842,0.16,0.1694385520961802,4.816687737041719,1.237340850415888
3266.08,8.59,8.25,63.09,68.54,0.15,4.66,0.14,2.51,76.87,35.72,0.1,0.18378378378378393,0.15,0.1677445665019953,4.831193533048027,1.1864158608986486
3266.23,,,,,,,,,,,,,,,,
3266.24,8.63,7.68,62.68,89.72,0.14,5.0,0.14,2.5,90.47,31.37,0.1,0.18918918918918923,0.14,0.16642197767431866,4.862795149968092,1.1414015320116353
3266.39,8.66,6.88,62.07,91.65,0.13,5.29,0.13,2.51,93.55,28.21,0.1,0.18378378378378393,0.13,0.159179896943497,4.910584823586274,1.100627685604076
3266.54,8.74,5.97,61.31,96.5,0.13,5.46,0.12,2.52,96.4,26.36,0.11,0.17837837837837842,0.13,0.15607505545874387,4.971456532376448,1.129748030831824
3266.69,8.79,5.15,60.52,96.26,0.12,5.48,0.12,2.54,94.93,26.01,0.11,0.16756756756756758,0.12,0.14573758900934125,5.036351619299405,1.0911086917427633
3266.84,,,,,,,,,,,,,,,,
3266.85,8.83,4.57,59.66,92.89,0.12,5.33,0.12,2.57,92.34,26.82,0.11,0.15135135135135147,0.12,0.13657824049950315,5.108950720750922,1.1246786608508947
3267.0,8.81,4.26,58.79,91.49,0.12,5.1,0.12,2.59,89.58,28.38,0.12,0.14054054054054066,0.12,0.13067448782265678,5.184555196461984,1.1600065057606983
3267.15,8.86,4.13,57.92,86.64,0.12,4.86,0.12,2.62,86.34,30.06,0.12,0.1243243243243243,0.12,0.12218129484233618,5.262430939226519,1.1967829965937717
3267.3,8.71,4.04,57.15,85.88,0.11,4.63,0.11,2.63,85.75,31.49,0.13,0.11891891891891902,0.11,0.11454629910399645,5.333333333333334,1.1501689231691223
3267.45,,,,,,,,,,,,,,,,
3267.46,8.68,3.82,56.58,85.55,0.11,4.45,0.1,2.65,85.61,32.36,0.15,0.1081081081081082,0.11,0.10905815659251354,5.387062566277837,1.174569372881832
3267.61,8.55,3.46,56.15,85.7,0.11,4.33,0.09,2.67,85.72,32.6,0.18,0.09729729729729739,0.11,0.10384306443224475,5.428317008014248,1.1934249991498742
3267.76,8.52,2.98,55.87,85.76,0.1,4.26,0.08,2.69,85.35,32.35,0.2,0.08648648648648656,0.1,0.09348773273744856,5.455521746912476,1.1187689048311755
3267.91,8.45,2.53,55.76,84.73,0.09,4.23,0.08,2.7,83.82,31.65,0.23,0.08108108108108103,0.09,0.08565670350088438,5.466284074605452,1.0322877754212616
3268.06,,,,,,,,,,,,,,,,
3268.07,8.46,2.26,55.84,82.42,0.09,4.2,0.07,2.71,80.9,30.69,0.25,0.07567567567567574,0.09,0.08314688174841574,5.458452722063037,1.029147227864149
3268.22,8.48,2.35,56.09,78.55,0.09,4.17,0.07,2.72,76.93,29.59,0.26,0.0702702702702702,0.09,0.08074004856283164,5.434123729720093,1.0194132423204119
3268.37,8.51,2.82,56.52,74.45,0.09,4.13,0.07,2.71,72.15,28.49,0.26,0.07567567567567574,0.09,0.08314688174841574,5.392781316348195,1.002950514944832
3268.52,8.7,3.65,57.01,68.6,0.1,4.08,0.08,2.7,66.23,27.54,0.24,0.08108108108108103,0.1,0.09103335023296913,5.346430450798106,1.0720751800749149
3268.67,,,,,,,,,,,,,,,,
3268.68,8.6,4.66,57.41,62.56,0.11,4.03,0.09,2.68,59.47,26.85,0.22,0.09189189189189186,0.11,0.10135117117101099,5.309179585438078,1.1392580177226828
3268.83,8.57,5.56,57.78,54.71,0.12,3.98,0.1,2.66,53.56,26.51,0.2,0.10270270270270267,0.12,0.11168671618066253,5.275181723779855,1.202841571147263
3268.98,8.48,6.17,58.19,51.78,0.13,3.93,0.1,2.64,48.38,26.51,0.19,0.11351351351351349,0.13,0.12203548203326485,5.238013404365011,1.2602149487635321
3269.13,8.51,6.48,58.54,43.15,0.14,3.89,0.11,2.63,42.61,26.75,0.19,0.11891891891891902,0.14,0.1298878540835217,5.206696276050564,1.3161820848639572
3269.28,8.5,6.58,58.75,41.77,0.15,3.87,0.11,2.62,40.33,27.12,0.19,0.1243243243243243,0.15,0.13776163765486343,5.188085106382979,1.3751062166253556
3269.43,,,,,,,,,,,,,,,,
3269.44,8.54,6.66,58.87,38.1,0.15,3.86,0.11,2.61,37.93,27.48,0.19,0.12972972972972985,0.15,0.14023159910617283,5.177509767283846,1.3693900264059042
3269.59,8.49,6.88,58.89,37.67,0.15,3.85,0.11,2.6,37.2,27.71,0.19,0.13513513513513511,0.15,0.142761172501474,5.175751400916964,1.3684403143718358
3269.74,8.47,7.33,58.83,36.48,0.16,3.83,0.11,2.6,36.54,27.78,0.19,0.13513513513513511,0.16,0.1480903520625014,5.181030086690464,1.4373493902282921
3269.89,8.48,7.87,58.74,36.62,0.15,3.82,0.11,2.61,37.05,27.72,0.19,0.12972972972972985,0.15,0.14023159910617283,5.188968335035751,1.3755839563997116
3270.04,,,,,,,,,,,,,,,,
3270.05,8.48,8.36,58.66,37.71,0.15,3.81,0.11,2.61,37.78,27.63,0.2,0.12972972972972985,0.15,0.14023159910617283,5.196045005114218,1.379413608061839
3270.2,8.46,8.71,58.59,37.87,0.15,3.81,0.11,2.62,37.83,27.52,0.2,0.1243243243243243,0.15,0.13776163765486343,5.2022529441884275,1.3827758666898844
3270.35,8.43,8.96,58.57,37.76,0.15,3.84,0.11,2.63,37.56,27.45,0.21,0.11891891891891902,0.15,0.13535455159846757,5.204029366569917,1.3837384579347813
3270.5,8.49,9.18,58.62,37.27,0.14,3.86,0.1,2.65,37.15,27.43,0.22,0.1081081081081082,0.14,0.12507470375482488,5.199590583418629,1.3124899422000582
3270.65,,,,,,,,,,,,,,,,
3270.66,8.57,9.46,58.72,36.97,0.14,3.89,0.1,2.66,37.1,27.43,0.22,0.10270270270270267,0.14,0.12277590387050656,5.190735694822888,1.3078935766866522
3270.81,8.52,9.72,58.89,37.3,0.14,3.9,0.1,2.67,37.49,27.48,0.24,0.09729729729729739,0.14,0.12055447743936903,5.175751400916964,1.3001273974787462
3270.96,8.54,9.88,59.09,37.78,0.14,3.9,0.09,2.67,37.67,27.58,0.27,0.09729729729729739,0.14,0.12055447743936903,5.158233203587748,1.2910668164701824
3271.11,8.58,9.91,59.3,37.52,0.14,3.9,0.09,2.67,37.01,27.74,0.27,0.09729729729729739,0.14,0.12055447743936903,5.139966273187184,1.2816407459586463
3271.26,,,,,,,,,,,,,,,,
3271.27,8.58,9.83,59.52,36.23,0.14,3.9,0.1,2.66,35.39,27.88,0.25,0.10270270270270267,0.14,0.12277590387050656,5.120967741935484,1.2718608155635454
3271.42,8.54,9.56,59.75,34.09,0.14,3.93,0.11,2.65,33.3,27.92,0.22,0.1081081081081082,0.14,0.12507470375482488,5.101255230125523,1.261738948712158
3271.57,8.55,9.07,59.99,32.09,0.14,3.96,0.11,2.64,31.1,27.8,0.21,0.11351351351351349,0.14,0.1274466903261568,5.0808468078013,1.2512873327826424
3271.72,8.56,8.44,60.28,29.57,0.15,3.97,0.12,2.63,28.67,27.53,0.21,0.11891891891891902,0.15,0.13535455159846757,5.0564034505640345,1.304464702687425
3271.87,,,,,,,,,,,,,,,,
3271.88,8.58,7.75,60.63,27.27,0.15,3.95,0.12,2.61,26.11,27.25,0.21,0.12972972972972985,0.15,0.14023159910617283,5.027214250371103,1.2889652667995302
3272.03,8.56,7.23,61.03,24.33,0.16,3.9,0.13,2.59,23.9,27.07,0.2,0.14054054054054066,0.16,0.15058493207394183,4.994265115516959,1.3336722147613007
3272.18,8.52,7.1,61.47,23.23,0.18,3.85,0.14,2.56,21.9,27.14,0.19,0.15675675675675677,0.18,0.16877896905257034,4.958516349438751,1.4309590439925635
3272.33,8.54,7.51,61.97,19.85,0.19,3.81,0.15,2.54,19.54,27.6,0.18,0.16756756756756758,0.19,0.17913526969934107,4.918508955946426,1.4625581556239613
3272.48,,,,,,,,,,,,,,,,
3272.49,8.55,8.37,62.5,19.06,0.2,3.81,0.16,2.52,17.8,28.45,0.18,0.17837837837837842,0.2,0.18949781776170924,4.8768,1.4901333333333335
3272.64,8.56,9.39,63.03,15.87,0.2,3.85,0.16,2.51,15.52,29.67,0.19,0.18378378378378393,0.2,0.19206311356151218,4.835792479771538,1.4650059629176053
3272.79,8.54,10.21,63.5,14.97,0.21,3.92,0.16,2.51,13.74,31.14,0.21,0.18378378378378393,0.21,0.19732774663220154,4.8,1.4928877556556173
3272.94,8.42,10.55,63.85,11.84,0.2,4.0,0.16,2.52,11.7,32.69,0.22,0.17837837837837842,0.2,0.18949781776170924,4.7736883320281915,1.4271797681283238
3273.09,8.43,10.56,64.08,11.48,0.2,4.07,0.16,2.53,11.16,34.13,0.22,0.17297297297297312,0.2,0.18697546547489713,4.756554307116105,1.4167927362886164
3273.24,,,,,,,,,,,,,,,,
3273.25,8.53,10.52,64.24,10.67,0.2,4.08,0.16,2.54,10.71,35.33,0.23,0.16756756756756758,0.2,0.1844978180094704,4.744707347447074,1.4096233138336283
3273.4,8.5,10.66,64.32,10.77,0.2,4.07,0.16,2.54,11.01,36.07,0.23,0.16756756756756758,0.2,0.1844978180094704,4.738805970149254,1.406055795201738
3273.55,8.4,11.11,64.39,11.37,0.2,4.03,0.16,2.54,11.66,36.23,0.23,0.16756756756756758,0.2,0.1844978180094704,4.733654294145054,1.40294356768295
3273.7,8.45,11.66,64.45,12.1,0.2,3.99,0.15,2.53,12.65,35.7,0.22,0.17297297297297312,0.2,0.18697546547489713,4.729247478665632,1.4002828652973491
3273.85,,,,,,,,,,,,,,,,
3273.86,8.46,12.06,64.53,13.49,0.2,3.96,0.15,2.53,14.24,34.62,0.21,0.17297297297297312,0.2,0.18697546547489713,4.723384472338448,1.3967451638603192
3274.01,8.38,12.1,64.6,15.39,0.21,3.94,0.16,2.53,16.12,33.08,0.19,0.17297297297297312,0.21,0.1923793769860856,4.718266253869969,1.4420446574643537
3274.16,8.38,11.7,64.65,17.24,0.21,3.93,0.16,2.52,17.96,31.35,0.18,0.17837837837837842,0.21,0.19483178112528246,4.7146171693735495,1.4397859875656231
3274.31,8.42,11.03,64.63,19.07,0.21,3.93,0.16,2.52,19.58,29.63,0.17,0.17837837837837842,0.21,0.19483178112528246,4.716076125638249,1.4406889196359516
3274.46,,,,,,,,,,,,,,,,
3274.47,8.42,10.3,64.53,20.37,0.21,3.92,0.17,2.52,20.84,28.16,0.15,0.17837837837837842,0.21,0.19483178112528246,4.723384472338448,1.445214310785318
3274.62,8.41,9.65,64.32,21.56,0.21,3.91,0.18,2.52,21.84,27.09,0.14,0.17837837837837842,0.21,0.19483178112528246,4.738805970149254,1.454776181154633
3274.77,8.43,9.08,64.02,22.28,0.21,3.88,0.17,2.52,22.56,26.49,0.14,0.17837837837837842,0.21,0.19483178112528246,4.761012183692596,1.468575067297167
3274.92,8.46,8.6,63.65,22.99,0.2,3.84,0.16,2.52,23.21,26.39,0.16,0.17837837837837842,0.2,0.18949781776170924,4.788688138256088,1.4362904259815608
3275.07,,,,,,,,,,,,,,,,
3275.08,8.48,8.27,63.25,23.56,0.19,3.8,0.15,2.52,23.86,26.77,0.17,0.17837837837837842,0.19,0.1842808262854548,4.818972332015811,1.403176517710485
3275.23,8.52,8.33,62.84,24.31,0.18,3.77,0.13,2.53,24.42,27.5,0.2,0.17297297297297312,0.18,0.17652145673983785,4.850413749204328,1.368131346155275
3275.38,8.53,8.97,62.46,24.59,0.16,3.77,0.11,2.55,24.82,28.44,0.24,0.1621621621621623,0.16,0.16108470882909312,4.879923150816523,1.2713876858268933
3275.53,8.55,10.33,62.14,25.19,0.14,3.78,0.1,2.57,25.12,29.48,0.28,0.15135135135135147,0.14,0.14578619885963184,4.905053105889926,1.1624388751150283
3275.68,,,,,,,,,,,,,,,,
3275.69,8.58,12.24,61.93,25.0,0.13,3.8,0.09,2.59,24.48,30.52,0.33,0.14054054054054066,0.13,0.13537289894108673,4.921685774261263,1.105919197021409
3275.84,8.8,14.41,61.85,23.67,0.12,3.81,0.07,2.59,23.35,31.66,0.43,0.14054054054054066,0.12,0.13067448782265678,4.9280517380759905,1.0416846242900974
3275.99,8.73,16.35,61.86,22.88,0.12,3.81,0.07,2.59,21.12,32.95,0.54,0.14054054054054066,0.12,0.13067448782265678,4.92725509214355,1.0413239985752254
3276.14,8.48,17.66,61.93,18.42,0.12,3.79,0.06,2.59,17.76,34.51,0.62,0.14054054054054066,0.12,0.13067448782265678,4.921685774261263,1.0388040849529463
3276.29,,,,,,,,,,,,,,,,
3276.3,8.51,18.21,62.01,16.73,0.13,3.74,0.06,2.59,14.23,36.29,0.68,0.14054054054054066,0.13,0.13537289894108673,4.915336236090954,1.1028915059077238
3276.45,8.7,18.11,62.03,10.38,0.13,3.68,0.07,2.59,10.09,38.17,0.74,0.14054054054054066,0.13,0.13537289894108673,4.91375141060777,1.102136238678665
3276.6,8.73,17.74,61.9,9.64,0.13,3.62,0.07,2.6,8.67,39.91,0.75,0.13513513513513511,0.13,0.13259242955009015,4.924071082390953,1.1070573196018278
3276.75,8.84,17.46,61.57,7.18,0.13,3.59,0.07,2.62,7.25,41.32,0.8,0.1243243243243243,0.13,0.1271938237861803,4.950462887770018,1.1196760808590174
3276.9,8.85,17.48,61.13,7.35,0.13,3.59,0.06,2.63,7.71,42.22,0.87,0.11891891891891902,0.13,0.1245827220702061,4.986095206936038,1.136788978713096
3277.05,,,,,,,,,,,,,,,,
3277.06,8.88,17.8,60.62,8.26,0.13,3.64,0.06,2.63,8.96,42.54,0.98,0.11891891891891902,0.13,0.1245827220702061,5.028043549983504,1.1570463109900646
3277.21,8.93,18.19,60.12,10.04,0.12,3.74,0.04,2.63,11.16,42.24,1.0,0.11891891891891902,0.12,0.11946068239559916,5.0698602794411185,1.1065598175761822
3277.36,8.87,18.34,59.74,12.9,0.1,3.91,0.02,2.64,15.21,41.45,1.0,0.11351351351351349,0.1,0.10697036447115298,5.102109139604955,0.9701242143006139
3277.51,8.81,17.98,59.53,18.79,0.08,4.14,0.0,2.65,22.93,40.19,1.0,0.1081081081081082,0.08,0.09509827295675355,5.120107508819083,0.8130517375339181
3277.66,,,,,,,,,,,,,,,,
3277.67,8.88,17.01,59.51,29.33,0.05,4.38,0.01,2.66,36.8,38.64,1.0,0.10270270270270267,0.05,0.08077080271496542,5.121828264157285,0.5407462691020877
3277.82,9.0,15.47,59.7,48.33,0.04,4.61,0.01,2.66,55.1,36.79,1.0,0.10270270270270267,0.04,0.07793537432526942,5.105527638190955,0.4386976528896316
3277.97,9.0,13.55,60.02,65.56,0.03,4.82,0.01,2.66,71.36,34.73,1.0,0.10270270270270267,0.03,0.07565660956730658,5.078307230923025,0.3320778983537398
3278.12,8.98,11.47,60.45,80.31,0.03,4.97,0.02,2.64,82.09,32.4,0.96,0.11351351351351349,0.03,0.08302203849033885,5.042183622828784,0.32658175700993475
3278.27,,,,,,,,,,,,,,,,
3278.28,8.9,9.53,60.86,84.84,0.03,5.07,0.03,2.62,89.81,29.89,0.85,0.1243243243243243,0.03,0.09043378135049915,5.008215576733487,0.32145076683346474
3278.43,8.82,7.88,61.2,97.49,0.03,5.11,0.03,2.61,98.06,27.32,0.73,0.12972972972972985,0.03,0.0941536052834642,4.980392156862745,0.31727484458075494
3278.58,8.81,6.65,61.39,98.94,0.03,5.13,0.03,2.6,99.12,24.98,0.7,0.13513513513513511,0.03,0.09788131779862598,4.964978009447793,0.31497183079785085
3278.73,8.79,5.79,61.31,99.39,0.03,5.15,0.03,2.61,99.74,23.31,0.72,0.12972972972972985,0.03,0.0941536052834642,4.971456532376448,0.315938873332021
3278.88,,,,,,,,,,,,,,,,
3278.89,8.81,5.23,61.01,100.26,0.03,5.17,0.03,2.62,101.66,22.56,0.78,0.1243243243243243,0.03,0.09043378135049915,4.9959023110965415,0.31959971995236547
3279.04,8.97,4.98,60.54,103.81,0.03,5.19,0.03,2.63,103.67,22.91,0.86,0.11891891891891902,0.03,0.08672286110606717,5.034687809712587,0.32544638692838657
3279.19,8.84,5.27,59.94,103.44,0.03,5.2,0.03,2.65,100.35,24.43,0.92,0.1081081081081082,0.03,0.07933272666029578,5.085085085085085,0.3331136717477605
3279.34,9.01,6.3,59.45,95.57,0.03,5.17,0.03,2.67,92.39,26.91,0.9,0.09729729729729739,0.03,0.07199570841848378,5.1269974768713205,0.3395503893134997
3279.49,,,,,,,,,,,,,,,,
3279.5,9.05,8.3,59.28,87.49,0.03,5.1,0.02,2.69,72.85,30.12,0.91,0.08648648648648656,0.03,0.06472987078921609,5.1417004048583,0.3418213466928366
3279.65,9.05,11.21,59.46,50.27,0.04,4.97,0.01,2.7,45.77,33.68,1.0,0.08108108108108103,0.04,0.06393020299231357,5.126135216952573,0.44278385497007644
3279.8,8.96,14.55,59.99,38.83,0.04,4.85,0.01,2.7,35.15,37.08,1.0,0.08108108108108103,0.04,0.06393020299231357,5.0808468078013,0.43382529245759116
3279.95,8.9,17.64,60.91,29.46,0.05,4.76,0.01,2.7,28.05,39.81,1.0,0.08108108108108103,0.05,0.0673577824355762,5.004104416351995,0.5128018944148991
3280.1,,,,,,,,,,,,,,,,
3280.11,8.86,19.77,62.27,25.87,0.06,4.71,0.01,2.68,26.27,41.35,1.0,0.09189189189189186,0.06,0.07760193230671238,4.894812911514373,0.5734804439598102
3280.26,8.83,20.54,64.27,26.89,0.06,4.72,0.01,2.67,28.76,41.55,1.0,0.09729729729729739,0.06,0.08082933892269153,4.742492609304497,0.5333501530323499
